Title,Organization,Skills,Difficulty,Type,Duration,Ratings,reviews,enrolled,url,alive
Google Cybersecurity,Google,"Network Security, Python Programming, Linux, Cloud Computing, Algorithms, Audit, Computer Programming, Computer Security Incident Management, Cryptography, Databases, Leadership and Management, Network Architecture, Risk Management, SQL",Beginner,Professional Certificate,3 - 6 Months,4.8,20K,"700,909",https://www.coursera.org/professional-certificates/google-cybersecurity,True
Google Data Analytics,Google,"Data Analysis, R Programming, SQL, Business Communication, Spreadsheet Software, Business Analysis, Data Visualization, Data Management, General Statistics, Big Data, Communication, Computer Programming, Data Science, Data Visualization Software, Databases, Exploratory Data Analysis, Extract, Transform, Load, Leadership and Management, Microsoft Excel, Problem Solving, Small Data, Statistical Programming, Tableau Software",Beginner,Professional Certificate,3 - 6 Months,4.8,137K,"229,865",https://www.coursera.org/professional-certificates/google-data-analytics,True
Google Project Management:,Google,"Project Management, Strategy and Operations, Leadership and Management, Communication, Business Communication, Collaboration, Agile Software Development, Software Engineering, Entrepreneurship, Scrum (Software Development), Planning, Supply Chain and Logistics, Change Management, Finance, Organizational Development, Product Management, Risk Management, Budget Management, Influencing, Culture, Emotional Intelligence, People Management, Problem Solving, Procurement",Beginner,Professional Certificate,3 - 6 Months,4.8,100K,"29,702",https://www.coursera.org/professional-certificates/google-project-management,True
IBM Data Science,IBM,"Python Programming, Data Science, Machine Learning, Data Analysis, Algorithms, Data Management, Data Visualization, Human Learning, R Programming, Computer Programming, Data Mining, Data Structures, Database Administration, Database Application, Database Theory, Databases, Deep Learning, Exploratory Data Analysis, Machine Learning Algorithms, Plot (Graphics), SQL, Data Model, Statistical Machine Learning, General Statistics, Probability & Statistics, Regression, Reinforcement Learning, Statistical Programming, Big Data, Cloud Computing, IBM Cloud, Writing",Beginner,Professional Certificate,3 - 6 Months,4.6,120K,"239,622",https://www.coursera.org/professional-certificates/ibm-data-science,True
Google Digital Marketing & E-commerce,Google,"Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Sales, E-Commerce, Data Analysis, Social Media, Search Engine Optimization, Advertising, Communication, Persona Research, Strategy, Web Design, Web Development, Web Development Tools, Writing, Data Management, Market Analysis",Beginner,Professional Certificate,3 - 6 Months,4.8,23K,"384,238",https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce,True
IBM Data Analyst,IBM,"Python Programming, Microsoft Excel, Data Visualization, Spreadsheet Software, Data Analysis, Databases, SQL, Plot (Graphics), Data Management, Data Structures, Exploratory Data Analysis, Machine Learning, Business Analysis, Computer Programming, Database Administration, Database Application, Database Theory, Statistical Visualization, Data Mining, Data Science, General Statistics, NoSQL, R Programming, Cloud Computing, Data Visualization Software, IBM Cloud, Interactive Data Visualization, Machine Learning Algorithms, Probability & Statistics, Regression, Statistical Programming",Beginner,Professional Certificate,3 - 6 Months,4.6,73K,"173,574",https://www.coursera.org/professional-certificates/ibm-data-analyst,True
Google IT Support,Google,"Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Computer Architecture, Critical Thinking, Problem Solving, Communication, Human Computer Interaction, Network Security, Linux, System Security, Cloud Computing, Computer Programming, Customer Support, Cryptography, Leadership and Management, Operating Systems",Beginner,Professional Certificate,3 - 6 Months,4.8,183K,"634,525",https://www.coursera.org/professional-certificates/support-informatique-google,True
Machine Learning,Multiple educators,"Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Deep Learning, Machine Learning Software, Artificial Neural Networks, Human Learning, Python Programming, Regression, Statistical Machine Learning, Tensorflow, Mathematics, Critical Thinking, Network Model, Reinforcement Learning",Beginner,Specialization,1 - 3 Months,4.9,19K,"201,871",https://www.coursera.org/specializations/machine-learning,True
Google UX Design,Google,"User Experience, User Experience Design, User Research, Audit, Collaboration, Human Computer Interaction, Planning, Product Design, Product Development, Social Media, Web Design, Web Development Tools",Beginner,Professional Certificate,3 - 6 Months,4.8,75K,"1,297,487",https://www.coursera.org/professional-certificates/google-ux-design,True
IBM DevOps and Software Engineering,IBM,"DevOps, Software Engineering, Cloud Computing, Computer Programming, Application Development, Python Programming, Software Architecture, Cloud Applications, Continuous Delivery, Continuous Integration, Software Engineering Tools, Agile Software Development, Programming Principles, Security Engineering, Software Testing, Cloud Infrastructure, Kubernetes, Cloud-Based Integration, Microarchitecture, Cloud Platforms, Communication, IBM Cloud, Scrum (Software Development), Software Security, Cloud Storage, Docker (Software), Linux, Software-Defined Networking, Technical Product Management, Collaboration, Leadership and Management, Data Analysis, Mergers & Acquisitions",Beginner,Professional Certificate,3 - 6 Months,4.6,44K,"4,063",https://www.coursera.org/professional-certificates/devops-and-software-engineering,True
IBM Applied AI,IBM,"Machine Learning, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Python Programming, Cloud Computing, Computer Vision, Human Learning, IBM Cloud, Applied Machine Learning, Algorithms, Cloud API, Machine Learning Software, Natural Language Processing, Human Computer Interaction, Computer Programming, Cloud Applications, Computer Programming Tools, Application Development, Visualization (Computer Graphics), Data Analysis, Critical Thinking, Cloud-Based Integration, Software As A Service, Data Science",Beginner,Professional Certificate,3 - 6 Months,4.6,47K,"31,078",https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,True
IBM Full Stack Software Developer,IBM,"Cloud Computing, Python Programming, Cloud Applications, Computer Programming, IBM Cloud, Application Development, Cloud Infrastructure, DevOps, Web Development, Cloud Management, Cloud Platforms, Javascript, Software Architecture, Cloud API, Cloud Storage, Cloud-Based Integration, Full-Stack Web Development, Software Engineering, Continuous Delivery, Continuous Integration, Docker (Software), Software As A Service, Microarchitecture, Django (Web Framework), Database Application, Databases, Kubernetes, SQL, Software Engineering Tools, Data Management, NoSQL, Collaboration, Computer Science, Data Analysis, Front-End Web Development, Leadership and Management, Mergers & Acquisitions, React (web framework)",Beginner,Professional Certificate,3 - 6 Months,4.6,42K,"57,396",https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,True
Introduction to Data Science,IBM,"Data Science, Python Programming, Data Analysis, Data Management, R Programming, Computer Programming, Data Mining, Data Structures, Database Administration, Database Application, Database Theory, Databases, SQL, Data Model, Machine Learning, Statistical Machine Learning, Big Data, Cloud Computing, Deep Learning, IBM Cloud, Regression, Writing",Beginner,Specialization,3 - 6 Months,4.6,86K,"104,084",https://www.coursera.org/specializations/introduction-data-science,True
Data Science Fundamentals with Python and SQL,IBM,"Python Programming, Data Analysis, General Statistics, Probability & Statistics, Basic Descriptive Statistics, Statistical Analysis, Statistical Tests, Mathematical Theory & Analysis, Statistical Programming, Computer Programming, Data Visualization, Data Science, Plot (Graphics), R Programming, Data Management, Data Structures, Database Administration, Database Application, Database Theory, Databases, SQL, Cloud Computing, IBM Cloud",Beginner,Specialization,3 - 6 Months,4.6,60K,"58,550",https://www.coursera.org/specializations/data-science-fundamentals-python-sql,True
IBM Data Engineering,IBM,"Data Management, Databases, Database Administration, Extract, Transform, Load, Python Programming, Big Data, SQL, Apache, Database Design, Distributed Computing Architecture, Data Architecture, Database Application, NoSQL, Data Structures, Data Model, Data Warehousing, Cloud Computing, Database Theory, Data Engineering, Data Visualization, Computer Programming, IBM Cloud, Data Mining, Machine Learning, Cloud Applications, Data Analysis, Leadership and Management, Kubernetes, PostgreSQL, Devops Tools, Business Intelligence, Data Visualization Software, Linux, Network Security, Statistical Programming, Data Science",Beginner,Professional Certificate,3 - 6 Months,4.6,47K,"7,979",https://www.coursera.org/professional-certificates/ibm-data-engineer,True
Key Technologies for Business,IBM,"Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Cloud Computing, Data Science, Critical Thinking, Big Data, Data Analysis, Data Mining, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, DevOps, IBM Cloud, Regression, Writing",Beginner,Specialization,1 - 3 Months,4.7,83K,"32,301",https://www.coursera.org/specializations/key-technologies-for-business,True
IBM & Darden Digital Strategy,University of Virginia Darden School Foundation,"Business Analysis, Business Transformation, Strategy, Cloud Computing, Data Analysis, Strategy and Operations, Applied Machine Learning, Entrepreneurship, Leadership and Management, Algorithms, Artificial Neural Networks, Computer Vision, Deep Learning, Human Learning, Innovation, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Marketing, Sales, Data Visualization, Research and Design, Critical Thinking, Business Design, Business Development, Customer Analysis, Product Strategy, Market Analysis, Data Management, Data Mining, Databases, Python Programming, SQL, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Data Science, DevOps, IBM Cloud, NoSQL, R Programming, Microsoft Excel",Beginner,Specialization,3 - 6 Months,4.7,30K,"4,285",https://www.coursera.org/specializations/digital-strategy,True
Deep Learning,DeepLearning.AI,"Machine Learning, Deep Learning, Artificial Neural Networks, Machine Learning Algorithms, Applied Machine Learning, Python Programming, Machine Learning Software, Network Model, Algorithms, Computer Programming, Computer Vision, Network Architecture, Natural Language Processing, Tensorflow, Human Learning, Data Analysis, Data Model, Exploratory Data Analysis, Organizational Development, Process Analysis, Strategy, Computational Logic, Mathematics, Mathematical Theory & Analysis, Linear Algebra, Regression, Calculus",Intermediate,Specialization,3 - 6 Months,4.8,142K,"383,947",https://www.coursera.org/specializations/deep-learning,True
Data Engineering Foundations,IBM,"Data Management, Python Programming, Data Structures, Databases, Data Engineering, Database Application, SQL, Database Administration, Database Design, Extract, Transform, Load, Computer Programming, Data Architecture, Database Theory, Data Mining, Data Model, Data Analysis, Leadership and Management, Data Warehousing, PostgreSQL, Big Data, IBM Cloud, Network Security, NoSQL, Cloud Computing, Data Science",Beginner,Specialization,3 - 6 Months,4.6,46K,"22,831",https://www.coursera.org/specializations/data-engineering-foundations,True
Applied Data Science,IBM,"Python Programming, Data Analysis, Machine Learning, Algorithms, Computer Programming, Data Science, Data Visualization, Exploratory Data Analysis, General Statistics, Machine Learning Algorithms, Plot (Graphics), Probability & Statistics, Regression, Statistical Programming",Beginner,Specialization,3 - 6 Months,4.6,49K,"8,745",https://www.coursera.org/specializations/applied-data-science,True
IBM Back-End Development,IBM,"Application Development, Software Engineering, Python Programming, Computer Programming, Software Architecture, DevOps, Software Engineering Tools, Cloud Applications, Cloud Computing, Security Engineering, Programming Principles, Web Development, Cloud Infrastructure, Cloud-Based Integration, Microarchitecture, Agile Software Development, Communication, IBM Cloud, Kubernetes, Software Security, Data Management, Database Application, Databases, Docker (Software), Linux, SQL, Software-Defined Networking, Technical Product Management, Collaboration, Django (Web Framework), Leadership and Management, Data Analysis, Mergers & Acquisitions",Beginner,Professional Certificate,3 - 6 Months,4.6,37K,"1,837",https://www.coursera.org/professional-certificates/ibm-backend-development,True
IBM AI Foundations for Business,IBM,"Machine Learning, Data Analysis, Applied Machine Learning, Data Management, Leadership and Management, Machine Learning Algorithms, Algorithms, Artificial Neural Networks, Business Process Management, Computer Vision, Data Architecture, Deep Learning, Human Learning, Machine Learning Software, Data Science, Strategy and Operations, Critical Thinking, Business Analysis, Business Transformation, Strategy, Big Data, Data Mining, Innovation, Regression, Writing",Beginner,Specialization,1 - 3 Months,4.7,78K,"12,897",https://www.coursera.org/specializations/ibm-ai-foundations-for-business,True
IBM Data Analytics with Excel and R,IBM,"Data Analysis, R Programming, Computer Programming, Data Visualization, Data Management, Statistical Programming, Databases, Plot (Graphics), Exploratory Data Analysis, Statistical Visualization, Data Analysis Software, Data Structures, Statistical Analysis, Microsoft Excel, SQL, Basic Descriptive Statistics, General Statistics, Interactive Data Visualization, Database Application, Extract, Transform, Load, Spreadsheet Software, Visualization (Computer Graphics), Programming Principles, Regression, Database Administration, Database Design, Database Theory, Computer Programming Tools, Data Mining, Data Visualization Software, Statistical Machine Learning, Visual Design, Probability & Statistics, System Programming, Business Analysis, Python Programming, Data Science, NoSQL",Beginner,Professional Certificate,3 - 6 Months,4.7,20K,"18,769",https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,True
Data Analysis and Visualization Foundations,IBM,"Microsoft Excel, Data Visualization, Spreadsheet Software, Data Analysis, Plot (Graphics), Databases, Python Programming, SQL, Statistical Visualization, Business Analysis, Data Management, Data Mining, Data Science, Interactive Data Visualization, NoSQL, R Programming, Data Visualization Software",Beginner,Specialization,3 - 6 Months,4.7,20K,"184,475",https://www.coursera.org/specializations/data-analysis-visualization-foundations,True
Applied Software Engineering Fundamentals,IBM,"Python Programming, Computer Programming, Software Engineering, Application Development, Programming Principles, Software Architecture, Software Engineering Tools, Agile Software Development, Communication, Software-Defined Networking, Technical Product Management, Collaboration, Leadership and Management, Linux, Data Analysis, Mergers & Acquisitions",Beginner,Specialization,3 - 6 Months,4.6,37K,"3,076",https://www.coursera.org/specializations/software-engineering-fundamentals,True
AI Foundations for Everyone,IBM,"Human Learning, Machine Learning, Artificial Neural Networks, Deep Learning, Machine Learning Algorithms, Human Computer Interaction, Natural Language Processing, Algorithms, Applied Machine Learning, Cloud Computing, Computer Vision, IBM Cloud, Machine Learning Software, Critical Thinking, Cloud API, Computer Programming, Data Science",Beginner,Specialization,3 - 6 Months,4.7,13K,"20,717",https://www.coursera.org/specializations/ai-foundations-for-everyone,True
Generative AI with Large Language Models,DeepLearning.AI,"Machine Learning, Natural Language Processing, Python Programming",Intermediate,Course,1 - 4 Weeks,4.8,1.6K,"38,552",https://www.coursera.org/learn/generative-ai-with-llms,True
Cloud Application Development Foundations,IBM,"Cloud Computing, Cloud Applications, IBM Cloud, Javascript, Cloud Infrastructure, Cloud Platforms, DevOps, Cloud Management, Computer Programming, Web Development, Cloud API, Cloud Storage, Continuous Integration, Software As A Service, Continuous Delivery, NoSQL, Computer Science, Front-End Web Development, React (web framework)",Beginner,Specialization,3 - 6 Months,4.6,6.6K,"6,028",https://www.coursera.org/specializations/ibm-cloud-application-development-foundations,True
"DevOps, Cloud, and Agile Foundations",IBM,"DevOps, Cloud Computing, Software Engineering, Agile Software Development, Continuous Delivery, Continuous Integration, Scrum (Software Development), Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, IBM Cloud, Leadership and Management",Beginner,Specialization,3 - 6 Months,4.7,8K,"130,698",https://www.coursera.org/specializations/devops-cloud-and-agile-foundations,True
Google Advanced Data Analytics,Google,"Communication, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, General Statistics, Machine Learning, Planning, Probability Distribution, Project Management, Python Programming, Regression, Statistical Analysis, Tableau Software",Advanced,Professional Certificate,3 - 6 Months,4.7,2.5K,"5,764",https://www.coursera.org/professional-certificates/google-advanced-data-analytics,True
IBM IT Support,IBM,"Customer Success, Cloud Computing, Computer Networking, Strategy and Operations, Operating Systems, Cloud Storage, Cloud Applications, Leadership and Management, System Security, Customer Support, Communication, Computer Programming, Cyberattacks, Cloud Infrastructure, Cloud Platforms, Databases, DevOps, Networking Hardware, Cryptography, IBM Cloud, Information Technology, Network Architecture, Network Security, Security Engineering, Software Engineering",Beginner,Professional Certificate,3 - 6 Months,4.7,6.9K,,https://www.coursera.org/professional-certificates/ibm-technical-support,True
Meta Front-End Developer,Meta,"HTML and CSS, Javascript, Front-End Web Development, React (web framework), Web Development, User Experience, Algorithms, Computer Science, Web Design, Application Development, Computer Programming, Software Engineering, Web Development Tools, Collaboration, Communication, Data Structures, Human Computer Interaction, Interactive Design, Linux, Problem Solving, Product Design, Software Engineering Tools, Software Testing",Beginner,Professional Certificate,3 - 6 Months,4.7,16K,"210,765",https://www.coursera.org/professional-certificates/meta-front-end-developer,True
Information Technology (IT) and Cloud Fundamentals,IBM,"Cloud Computing, Computer Networking, Operating Systems, Cloud Storage, System Security, Cloud Applications, Cyberattacks, Cloud Infrastructure, Cloud Platforms, Databases, DevOps, Networking Hardware, Computer Programming, Cryptography, IBM Cloud, Network Architecture, Network Security, Security Engineering, Software Engineering",Beginner,Specialization,3 - 6 Months,4.7,6.4K,,https://www.coursera.org/specializations/it-cloud-fundamentals,True
Microsoft Power BI Data Analyst,Microsoft,"Data Analysis, Data Management, Data Mining, Data Model, Data Visualization, Extract, Transform, Load, Microsoft Excel, Power BI, SQL",Beginner,Professional Certificate,3 - 6 Months,4.6,1.4K,"37,537",https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,True
Generative AI for Everyone,DeepLearning.AI,"Strategy, Writing",Beginner,Course,1 - 4 Weeks,4.9,528,"2,202",https://www.coursera.org/learn/generative-ai-for-everyone,True
IBM AI Engineering,IBM,"Machine Learning, Deep Learning, Artificial Neural Networks, Human Learning, Python Programming, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Machine Learning Software, Regression, Network Model, Statistical Machine Learning, Computer Vision, Apache, Big Data, Computer Programming, Data Analysis, Network Architecture, Extract, Transform, Load, Data Visualization, Tensorflow, Visualization (Computer Graphics), Dimensionality Reduction, Natural Language Processing, Data Science",Intermediate,Professional Certificate,3 - 6 Months,4.6,18K,"38,723",https://www.coursera.org/professional-certificates/ai-engineer,True
IBM IT Project Manager,IBM,"Software Engineering, Agile Software Development, Computer Programming, Software Engineering Tools, Application Development, Programming Principles, Software Architecture, Communication, Cloud Applications, Scrum (Software Development), Software-Defined Networking, Technical Product Management, Leadership and Management, Project Management, Cloud Computing, IBM Cloud, Information Technology, Operating Systems, Python Programming, Risk Management",Beginner,Professional Certificate,3 - 6 Months,4.8,2.7K,"9,049",https://www.coursera.org/professional-certificates/ibm-it-project-manager,True
IBM Data Warehouse Engineer,IBM,"Data Management, Database Administration, Databases, SQL, Database Application, Extract, Transform, Load, Data Warehousing, Data Structures, Database Design, Data Engineering, Computer Programming, Data Analysis, Data Architecture, Database Theory, Apache, Python Programming, Leadership and Management, Professional Development, Big Data, Data Model, Distributed Computing Architecture, Business Analysis, PostgreSQL, Devops Tools, Cloud Computing, Linux, IBM Cloud, Network Security, NoSQL, Business Intelligence, Data Science",Beginner,Professional Certificate,3 - 6 Months,4.7,3.8K,"4,055",https://www.coursera.org/professional-certificates/data-warehouse-engineering,True
Foundations of Cybersecurity,Google,"Linux, Computer Programming, Leadership and Management, SQL",Beginner,Course,1 - 4 Weeks,4.9,14K,"132,355",https://www.coursera.org/learn/foundations-of-cybersecurity,True
Foundations of Project Management,Google,"Project Management, Strategy and Operations, Business Communication, Change Management, Organizational Development, Communication, Culture, Emotional Intelligence, Influencing, Leadership and Management, People Management, Planning",Beginner,Course,1 - 4 Weeks,4.9,75K,"63,204",https://www.coursera.org/learn/project-management-foundations,True
Supervised Machine Learning: Regression and Classification,DeepLearning.AI,"Machine Learning, Machine Learning Algorithms, Regression, Applied Machine Learning, Algorithms, Statistical Machine Learning, Mathematics, Critical Thinking, Machine Learning Software, Python Programming",Beginner,Course,1 - 4 Weeks,4.9,16K,"468,943",https://www.coursera.org/learn/machine-learning,True
"BI Foundations with SQL, ETL and Data Warehousing",IBM,"Data Management, Extract, Transform, Load, Data Warehousing, Database Administration, Apache, Computer Programming, Python Programming, Data Analysis, Data Structures, Databases, Big Data, Database Application, Distributed Computing Architecture, Cloud Computing, Database Theory, Devops Tools, Leadership and Management, Linux, SQL, Business Intelligence, IBM Cloud",Beginner,Specialization,3 - 6 Months,4.6,20K,"56,137",https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,True
"Foundations: Data, Data, Everywhere",Google,"Data Analysis, SQL, Data Visualization, Business Analysis, Spreadsheet Software, Data Science, Databases, Microsoft Excel",Beginner,Course,1 - 3 Months,4.8,96K,"1,077,990",https://www.coursera.org/learn/foundations-data,True
Mathematics for Machine Learning and Data Science,DeepLearning.AI,"Mathematics, Algebra, Linear Algebra, Machine Learning, Machine Learning Algorithms, Calculus, Differential Equations, Regression, Artificial Neural Networks, Mathematical Theory & Analysis, Python Programming, Algorithms, Critical Thinking, Dimensionality Reduction, General Statistics, Probability & Statistics, Statistical Analysis",Beginner,Specialization,1 - 3 Months,4.6,1.4K,"46,591",https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,True
Business Foundations,University of Pennsylvania,"Accounting, Finance, General Accounting, Financial Accounting, Strategy and Operations, Account Management, Accounts Payable and Receivable, Cost Accounting, Leadership and Management, Strategy, Cash Management, Communication, Financial Analysis, Generally Accepted Accounting Principles (GAAP), Marketing, Brand Management, Budget Management, Customer Analysis, Market Analysis, Marketing Design, Product Marketing, Product Strategy, Entrepreneurship, Human Resources, People Analysis, Performance Management, Business Analysis, Digital Marketing, Estimation, Mathematical Theory & Analysis, Change Management, Organizational Development, People Management, Talent Management, Planning, Operations Management",Beginner,Specialization,3 - 6 Months,4.7,24K,"2,166",https://www.coursera.org/specializations/wharton-business-foundations,True
Google IT Automation with Python,Google,"Cloud Computing, Cloud Platforms, Collaboration, Computer Programming, Data Structures, Google Cloud Platform, Leadership and Management, Problem Solving, Python Programming",Beginner,Professional Certificate,3 - 6 Months,4.7,43K,"472,123",https://www.coursera.org/professional-certificates/google-it-automation,True
AI For Everyone,DeepLearning.AI,"Data Science, Deep Learning, Machine Learning, Artificial Neural Networks, Business Transformation, Human Learning, Planning, Project Management",Beginner,Course,1 - 4 Weeks,4.8,40K,"1,092,100",https://www.coursera.org/learn/ai-for-everyone,True
IBM IT Scrum Master,IBM,"DevOps, Software Engineering, Computer Programming, Agile Software Development, Programming Principles, Software Engineering Tools, Application Development, Software Architecture, Communication, Continuous Delivery, Cloud Applications, Continuous Integration, Scrum (Software Development), Software-Defined Networking, Technical Product Management, Leadership and Management, Project Management, Cloud Computing, IBM Cloud, Information Technology, Operating Systems, Python Programming",Beginner,Professional Certificate,3 - 6 Months,4.8,4.1K,"1,954",https://www.coursera.org/professional-certificates/ibm-it-scrum-master,True
Python for Everybody,University of Michigan,"Computer Programming, Python Programming, Computer Programming Tools, Programming Principles, Data Structures, Computational Thinking, Computational Logic, Data Analysis, Software Engineering, Algorithms, Critical Thinking, Problem Solving, Data Architecture, Data Management, Databases, Theoretical Computer Science, Database Administration, Data Model, Data Visualization, Database Design, Database Theory, Web Development, Web Development Tools, Computer Networking, Extract, Transform, Load, SQL, HTML and CSS",Beginner,Specialization,3 - 6 Months,4.8,269K,"1,560,414",https://www.coursera.org/specializations/python,True
IBM Project Manager,IBM,"Software Engineering, Agile Software Development, Scrum (Software Development), Business Analysis, Communication, Leadership and Management, Project Management, Risk Management",Beginner,Professional Certificate,3 - 6 Months,4.8,2K,"5,661",https://www.coursera.org/professional-certificates/ibm-project-manager,True
IBM Applied DevOps Engineering,IBM,"DevOps, Software Engineering, Cloud Computing, Continuous Delivery, Continuous Integration, Application Development, Cloud Applications, Software Architecture, Security Engineering, Computer Programming, Kubernetes, Cloud Infrastructure, Cloud-Based Integration, Microarchitecture, Software Testing, Agile Software Development, IBM Cloud, Docker (Software), Scrum (Software Development), Software Security, Leadership and Management",Intermediate,Professional Certificate,3 - 6 Months,4.7,4.3K,,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering,True
AI in Healthcare,Stanford University,"Machine Learning, Leadership and Management, Data Analysis, Critical Thinking, Data Mining",Beginner,Specialization,3 - 6 Months,4.7,1.3K,"25,026",https://www.coursera.org/specializations/ai-healthcare,True
IBM Front-End Developer,IBM,"Cloud Applications, Software Engineering, Computer Programming, Application Development, Cloud Computing, IBM Cloud, Programming Principles, Software Engineering Tools, Web Development, Agile Software Development, Cloud API, Cloud Infrastructure, Cloud Management, Cloud Platforms, Communication, DevOps, Software Architecture, Continuous Integration, Software As A Service, Cloud Storage, Continuous Delivery, Front-End Web Development, Leadership and Management, Software-Defined Networking, Technical Product Management, Collaboration, Javascript, NoSQL, Mergers & Acquisitions, Python Programming, React (web framework), Strategy, User Experience",Beginner,Professional Certificate,3 - 6 Months,4.6,1.8K,,https://www.coursera.org/professional-certificates/ibm-frontend-developer,True
IBM Cybersecurity Analyst,IBM,"Cryptography, Python Programming, Linux, Network Security, Security Strategy, Software Security, System Software, Computer Security Incident Management, Networking Hardware, Security Software, Cloud Computing, Cyberattacks, DevOps, Mobile Security, Computer Programming, Databases, Leadership and Management, Operating Systems, SQL, System Security",Beginner,Professional Certificate,3 - 6 Months,4.6,22K,"170,606",https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst,True
Meta Social Media Marketing,Meta,"Marketing, Digital Marketing, Social Media, Advertising, Communication, Media Strategy & Planning, Marketing Management, Customer Analysis, Brand Management, Business Analysis, Marketing Design, Sales, Strategy and Operations, Data Analysis, General Statistics, Market Analysis, Probability & Statistics, Leadership and Management, Research and Design, Planning, Entrepreneurship",Beginner,Professional Certificate,3 - 6 Months,4.8,18K,"258,931",https://www.coursera.org/professional-certificates/facebook-social-media-marketing,True
Meta React Native,Meta,"React (web framework), Javascript, Mobile Development, Mobile Development Tools, Web Development, HTML and CSS, Front-End Web Development, Web Development Tools, Application Development, Computer Programming, User Experience, Web Design, Software Engineering Tools, SQL, Software Engineering, Agile Software Development, Collaboration, Data Management, Human Computer Interaction, Interactive Design, Linux, Product Design, Product Lifecycle, Project Management",Beginner,Specialization,3 - 6 Months,4.7,7.2K,"10,242",https://www.coursera.org/specializations/meta-react-native,True
Finance & Quantitative Modeling for Analysts,University of Pennsylvania,"Finance, Business Analysis, Data Analysis, Financial Analysis, Accounting, Forecasting, Financial Management, General Accounting, General Statistics, Statistical Analysis, Financial Accounting, Mathematical Theory & Analysis, Accounts Payable and Receivable, Probability & Statistics, Basic Descriptive Statistics, Cost Accounting, Data Model, Mathematics, Regression, Estimation, Management Accounting, Statistical Tests, Budget Management, Microsoft Excel, Spreadsheet Software, Leadership and Management, Entrepreneurship, Computer Programming",Beginner,Specialization,3 - 6 Months,4.5,16K,"29,968",https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,True
Technical Support Fundamentals,Google,"Communication, Computer Architecture, Computer Networking, Customer Support, Networking Hardware",Beginner,Course,1 - 3 Months,4.8,147K,"1,619,616",https://www.coursera.org/learn/technical-support-fundamentals,True
Natural Language Processing,DeepLearning.AI,"Natural Language Processing, Machine Learning, Python Programming, Statistical Programming, Artificial Neural Networks, Deep Learning, Probability & Statistics, Statistical Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, Human Learning, Linear Algebra",Intermediate,Specialization,3 - 6 Months,4.6,5.5K,"22,160",https://www.coursera.org/specializations/natural-language-processing,True
DeepLearning.AI TensorFlow Developer,DeepLearning.AI,"Machine Learning, Tensorflow, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Applied Machine Learning, Human Learning, Computer Programming, Python Programming, Machine Learning Software, Natural Language Processing, Computer Vision, Forecasting, Data Visualization, Statistical Machine Learning, Statistical Analysis",Intermediate,Professional Certificate,3 - 6 Months,4.7,24K,"15,467",https://www.coursera.org/professional-certificates/tensorflow-in-practice,True
Introduction to Finance and Accounting,University of Pennsylvania,"Accounting, Finance, Financial Accounting, General Accounting, Financial Analysis, Generally Accepted Accounting Principles (GAAP), Accounts Payable and Receivable, Cost Accounting, Account Management, Cash Management, Estimation, Decision Making, Investment Management, Taxes, Budget Management, Management Accounting, Problem Solving, Business Analysis, Mathematical Theory & Analysis, Mathematics, Entrepreneurship",Beginner,Specialization,3 - 6 Months,4.6,13K,"1,717",https://www.coursera.org/specializations/finance-accounting,True
IT Fundamentals for Cybersecurity,IBM,"Cryptography, Network Security, Linux, Networking Hardware, Security Software, System Software, Cloud Computing, Cyberattacks, Databases, Leadership and Management, Operating Systems, SQL, System Security",Beginner,Specialization,3 - 6 Months,4.6,20K,"54,320",https://www.coursera.org/specializations/it-fundamentals-cybersecurity,True
Foundations of Digital Marketing and E-commerce,Google,"Digital Marketing, Marketing, E-Commerce, Strategy, Data Analysis, Social Media",Beginner,Course,1 - 4 Weeks,4.8,16K,"2,930",https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce,True
