Title,Organization,Skills,Difficulty,Type,Duration,Ratings,reviews,enrolled,url,alive
Java Programming Fundamentals,Universidad Galileo,"java, programming, fundamentals, languages, today, designed, provide, basic, knowledge, solve, problems, functions, loops, conditional, statements, recursive, algorithms, paradigm, engineering",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/java-programming-fundamentals,
Data Science Tools,IBM,"data, science, tools, like, jupyter, notebooks, rstudio, watson, studio, tool, used, programming, languages, execute, features, limitations, scientists, hosted, cloud, able, test, follow, instructions, simple, code",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/data-science-tools,
Statistical Thinking for Data Science and Analytics,Columbia University,"statistical, thinking, data, science, analytics, statistics, analysis, pave, foundation, discussion, scientists, exercise, designing, collection, derive, insights, visualizing, obtain, supporting, evidence, decisions, construct, models, predicting, future",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/statistical-thinking-for-data-science-and-analytic,
International Law,Université catholique de Louvain,"international, considered, community, governs, relations, states, relates, organizations, increasingly, concerns, individuals, corporations, world, becomes, interdependent, complex, institutions, place, make, effective, become, exciting, expanding, field, never",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/international-law,
Tourism and Travel Management,The University of Queensland,"tourism, travel, management, want, industry, dynamic, evolving, always, peak, supported, over, million, jobs, globally, generated, trillion, international, receipts, taking, developed, around, premier, destinations, queensland, australia",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/tourism-and-travel-management,
Project Management Life Cycle,Rochester Institute of Technology,"project, management, life, cycle, multidisciplinary, perspective, cover, fundamental, tools, techniques, managing, broad, range, initiation, closing, address, behavioral, quantitative, facets, methods, planning, execution, projects, divided, review",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/project-management-life-cycle,
Solar Energy,Delft University of Technology,"solar, energy, third, edition, design, complete, photovoltaic, system, introduces, technology, converts, electricity, heat, fuels, main, focus, generation, devices, presented, advanced, semiconductor, deliver, directly, sunlight, emphasis",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/solar-energy-3,
Public Speaking,Rochester Institute of Technology,"public, speaking, asked, people, cite, biggest, fears, fact, renowned, speakers, admit, once, extremely, anxious, front, performance, result, part, communication, professional, certificate, program, study, methods, help",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/public-speaking-2,
Mindfulness and Resilience to Stress at Work,"University of California, Berkeley","mindfulness, resilience, stress, work, anxiety, burnout, rampant, across, workplaces, today, percent, workers, feel, nearly, half, need, help, manage, organizations, assume, intense, unavoidable, even, admirable, research",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/mindfulness-and-resilience-to-stress-at-work,
Framing Your Communication to Inspire and Convince,Delft University of Technology,"framing, communication, inspire, convince, order, effective, leaders, need, high, tolerance, complexity, beyond, inform, people, outside, world, strategies, policies, decisions, often, inspiring, communicators, helps, reduce, concise",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/communicating-effectively-how-to-inspire-and-con-2,
The Chemistry of Life,Kyoto University,"chemistry, life, biology, traditionally, taught, separate, subjects, high, school, level, where, memorize, fundamental, scientific, principles, universally, accepted, however, university, industry, science, simple, once, thought, constantly",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/the-chemistry-of-life,
Nutrition and Health: Micronutrients and Malnutrition,Wageningen University & Research,"nutrition, health, micronutrients, malnutrition, there, overload, information, truth, improve, diet, profoundly, impacts, current, future, addresses, relationship, human, focus, problems, related, professor, sander, kersten, wageningen, university",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/nutrition-and-health-micronutrients-and-malnutriti,
Digital Design,The Hong Kong University of Science and Technology,"digital, design, designing, space, created, contents, displayed, seen, device, availability, high, computing, power, designers, able, quickly, create, designs, prior, actual, fundamental, concepts, wide, variety, technology",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/digital-design,
Machine Learning for Data Science and Analytics,Columbia University,"machine, data, science, analytics, growing, field, used, searching, placing, credit, scoring, stock, trading, algorithms, basic, understanding, principles, derive, practical, solutions, predictive, examine, play, essential, role",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/machine-learning-for-data-science-and-analytics,
The Science of Everyday Thinking,The University of Queensland,"science, everyday, thinking, psychology, people, believe, weird, things, form, change, opinions, expectations, skew, judgments, make, better, decisions, discuss, debate, topics, placebos, paranormal, medicine, miracles, scientific",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/the-science-of-everyday-thinking,
Product Management Fundamentals,"The University of Maryland, College Park-University System of Maryland","product, management, fundamentals, fastest, growing, lucrative, jobs, available, today, companies, awoken, desperate, need, managers, create, products, customers, love, integrate, design, functionality, business, solutions, define, role",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/product-management-fundamentals,
International Human Rights Law,Université catholique de Louvain,"international, human, rights, developed, constant, dialogue, bodies, domestic, courts, search, crosses, geographical, cultural, legal, boundaries, result, unique, grammar, shall, discuss, question, examining, sources, individuals, duties",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/international-human-rights-law,
The Best Start in Life: Early Childhood Development for Sustainable Development,SDG Academy,"best, start, life, early, childhood, development, sustainable, does, successful, care, program, look, brain, developed, nutrition, impact, future, child, answers, questions, leading, experts, field, hailing, harvard",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/the-best-start-in-life-early-childhood-development,
Data Science and Machine Learning Capstone Project,IBM,"data, science, machine, capstone, project, coursenow, taken, several, courses, time, work, problem, involving, real, life, scenario, employers, really, care, apply, knowledge, solve, world, problems, make",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/data-science-and-machine-learning-capstone-project,
"Data Science for Construction, Architecture and Engineering",The National University of Singapore,"data, science, construction, architecture, engineering, building, industry, exploding, sources, impact, energy, performance, built, environment, health, occupants, spreadsheets, just, anymore, sole, analytics, tool, professionals, field, participating",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/Data-Science-for-Construction-Architecture-and-Engineering,
"Nutrition, Heart Disease and Diabetes",Wageningen University & Research,"nutrition, heart, disease, diabetes, role, relation, diseases, circulatory, system, major, causes, death, worldwide, etiology, attacks, type, stroke, forms, cardiovascular, often, occur, biological, modifiable, risk, factors",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/nutrition-heart-disease-and-diabetes,
Project Management for Development,Inter-American Development Bank,"project, management, development, offered, englishone, challenges, faced, every, governments, public, organizations, nongovernmental, agencies, stakeholders, promote, economic, social, latin, america, caribbean, transforming, proposals, concrete, realities, improve",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/project-management-for-development,
Introduction to Cloud Infrastructure Technologies,The Linux Foundation,"cloud, infrastructure, technologies, sure, where, beginner, taught, experts, linux, foundation, help, grasp, basics, computing, comprehend, terminology, tools, associated, tops, list, important, developer, system, administrator, network",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-cloud-infrastructure-technologies,
"Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",Wageningen University & Research,"circular, fashion, design, science, value, sustainable, clothing, industry, large, influence, global, economy, known, social, environmental, impact, everywhere, initiatives, arising, recycling, upcycling, creating, clothes, compostable, materials",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/circular-fashion-in-a-sustainable-clothingindustry,
Free Cash Flow Analysis,Columbia University,"free, cash, flow, analysis, learners, begin, apply, lessons, concepts, corporate, finance, discuss, basics, firm, professor, lead, method, applied, value, firms, valuation, multiples, throughout, construct, excel",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/free-cash-flow-analysis,
Lean Production,Technische Universität München,"lean, production, management, methodology, improves, processes, eliminating, waste, focusing, introduce, main, tenets, toyota, system, includes, manufacturing, quality, tools, critical, concept, kaizen, japanese, practice, continuous, improvement",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/lean-production,
Introduction to Algebra,SchoolYourself,"algebra, live, world, numbers, every, clocks, stock, market, sports, over, news, figuring, might, know, fast, throw, ball, number, determine, keep, track, prices, figure, much, money",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-algebra,
"LaTeX for Students, Engineers, and Scientists",IITBombay,"latex, engineers, scientists, document, preparation, system, widely, used, publishing, scientific, fields, like, mathematics, statistics, computer, science, engineering, chemistry, physics, economics, linguistics, powerful, numerous, facilities, automating",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/latex-for-students-engineers-and-scientists-2,
Leading With Effective Communication (Inclusive Leadership Training),Catalyst,"leading, effective, communication, inclusive, leadership, training, does, take, inspire, others, promote, novel, idea, even, difficult, position, yourself, leader, know, message, intending, send, being, join, catalyst",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/leading-with-effective-communication-inclusive-lea,
Anatomy: Musculoskeletal and Integumentary Systems,The University of Michigan,"anatomy, musculoskeletal, integumentary, systems, part, xseries, components, system, help, protect, body, epidermis, dermis, hair, nails, glands, bones, joints, skeletal, muscles, protects, allows, engage, fascinating, videos",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/anatomy-musculoskeletal-and-integumentary-systems,
"Inglés empresarial: ventas, gestión y liderazgo",Universidades Anáhuac,"inglés, empresarial, ventas, gestión, liderazgo, conviértete, ciudadano, global, obtén, habilidades, necesarias, para, lograr, sobresalir, lugar, actual, trabajo, poder, alcanzar, siguiente, paso, éxito, curso, línea, brindará",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/ingles-empresarial-para-venta-gestion-y-liderazgo-de-equipos,
Business Strategy from Wharton: Competitive Advantage,The Wharton School of the University of Pennsylvania,"business, strategy, wharton, competitive, advantage, maintaining, takes, great, timing, single, solution, sustainable, requires, created, give, tools, frameworks, need, execute, successful, evaluate, locate, sources, potential, perspective",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/business-strategy-from-wharton-competitive-advan-2,
"Six Sigma: Analyze, Improve, Control",Technische Universität München,"sigma, analyze, improve, control, statistically, data, methodology, inferential, statistical, techniques, determine, confidence, intervals, test, hypotheses, sample, review, cause, effect, root, perform, correlation, regression, analyses, order",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/six-sigma-analyze-improve-control,
AP® Microeconomics,Massachusetts Institute of Technology,"microeconomics, want, individuals, businesses, make, decisions, drive, economy, economics, basic, microeconomic, principles, ranging, type, goods, hours, work, firms, workers, hire, prices, charge, study, evaluate, economic",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/ap-microeconomics,
Engineering Calculus and Differential Equations,University of Hong Kong,"engineering, calculus, differential, equations, electrical, engineers, find, currents, voltages, network, connected, civil, calculate, materials, necessary, construct, curved, dome, over, sports, space, flight, launch, exploratory, questions",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/engineering-calculus-and-differential-equations,
Linear Algebra - Foundations to Frontiers,The University of Texas at Austin,"linear, algebra, foundations, frontiers, laff, packed, full, challenging, rewarding, material, essential, mathematicians, engineers, scientists, anyone, working, large, datasets, appreciate, unique, approach, teaching, standard, topics, taught",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/linear-algebra-foundations-to-frontiers,
Effective Communication for Today's Leader,Tecnológico de Monterrey,"effective, communication, leader, interpersonal, important, management, everyday, relate, bosses, collaborators, customers, good, communicator, synonym, being, group, helps, create, better, business, environments, therefore, importance, lives, thus",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/effective-communication-for-todays-leader,
Electric Cars: Technology,Delft University of Technology,"electric, cars, technology, novel, means, mobility, recognized, essential, building, block, energy, transition, fulfilling, promise, imply, significant, change, technical, digital, social, dimensions, transport, infrastructure, interested, behind",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/electric-cars-technology,
Site Planning Online,Massachusetts Institute of Technology,"site, planning, online, cities, built, taught, urban, landscape, architecture, programs, over, century, continues, foundation, aspire, plan, environment, required, subject, licensing, certification, disciplines, mastering, requires, substantive",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/site-planning-online,
Macroeconometric Forecasting,The International Monetary Fund,"macroeconometric, forecasting, macroeconomics, predict, macroeconomic, variables, inflation, growth, consumption, create, statistical, models, economics, responses, economic, demonstrations, policy, analysis, data, sets, wide, variety, countries, applications, conducted",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/macroeconometric-forecasting-2,
Algorithms,IITBombay,"algorithms, power, biggest, companies, promising, startups, interviews, tech, start, questions, probe, good, algorithm, computer, science, think, create, sorting, techniques, quick, sort, merge, searching, median, finding",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/algorithms-2,
Calculus Applied!,Harvard University,"calculus, beyond, textbook, working, practitioners, social, life, physical, sciences, mathematical, models, play, role, series, case, studies, real, guide, situations, looking, data, graphs, writing, equations, doing",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/calculus-applied,
Precalculus,Arizona State University,"precalculus, part, global, freshman, academy, means, earn, transferable, credit, toward, college, prepare, calculus, focusing, quantitative, reasoning, functions, describe, behavior, properties, linear, exponential, logarithmic, polynomial, rational",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/precalculus,
Business Communications,University of British Columbia,"business, communications, part, fundamentals, professional, certificate, program, sharpen, writing, presentation, interpersonal, communication, help, succeed, world, range, successful, practices, guidelines, derived, both, research, strategies, honing, style",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/business-communications,
International Women's Health and Human Rights,Stanford University,"international, health, human, rights, focus, critical, issues, namely, mean, life, death, woman, depending, whether, exercise, include, being, born, female, discrimination, poverty, unequal, access, education, food",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/international-womens-health-and-human-rights,
Blockchain: Understanding Its Uses and Implications,The Linux Foundation,"blockchain, understanding, uses, implications, technology, changing, business, executed, important, different, works, comparison, technologies, past, first, segment, main, concepts, discusses, began, triple, ledger, system, introduced, administration",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/blockchain-understanding-its-uses-and-implications,
Basics of Power BI,Rolls-Royce,"basics, power, purpose, tool, being, used, vary, learner, areas, navigation, design, sharing, presenting, resource, required, need, support, following, topic, data, analysis, statistics",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/basics-of-power-bi,
Preparing to Network in English,University of Washington,"preparing, network, english, networking, business, world, career, success, research, shows, jobs, never, officially, advertised, companies, rely, advertising, hire, employees, connections, people, clear, important, language, global",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/preparing-to-network-in-english,
Mandarin Chinese Essentials,MandarinX,"mandarin, chinese, essentials, critical, language, global, organizations, features, thorough, basic, virtual, experience, switching, latin, alphabet, phonogram, languages, intimidating, frustrating, prerequisite, breaks, down, characteristics, ensuring, solid",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/mandarin-chinese-essentials,
Human Rights: The Rights of Refugees,Amnesty International,"human, rights, refugees, across, world, barriers, growing, every, people, fleeing, persecution, find, door, slammed, responsible, upholding, protecting, hold, short, enable, answers, empower, yourself, defend, promote",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/human-rights-the-rights-of-refugees,
What do Architects and Urban Planners do?,Wits University,"architects, urban, planners, interested, studying, architecture, help, spatial, design, professionals, really, decide, right, profession, first, built, environment, kinds, challenges, opportunities, grapple, discuss, five, short, examples",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/what-do-architects-and-urban-planners-do,
"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",Harvard University,"political, institutions, congress, presidency, courts, bureaucracy, three, branches, government, power, shared, among, president, supreme, role, played, federal, agencies, direct, constitutional, authority, oftheir, part, series, american",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/us-political-institutions-congress-presidency-cour,
Negotiation Skills and Effective Communication,Tecnológico de Monterrey,"negotiation, effective, communication, start, making, negotiations, soon, begins, interactions, either, work, social, ever, wondered, efficiently, negotiate, whether, better, straightforward, opportunity, practice, knowledge, acquired, confirm, process",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/negotiation-skills-and-effective-communication,
AP® English Literature & Composition – Part 1: Stories,"University of California, Berkeley","english, literature, composition, part, stories, prepares, read, deeply, write, clearly, works, engaging, collection, videos, authentic, readings, support, material, variety, sources, appreciate, different, genres, focus, reading",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/ap-english-literature-composition-part-1-stories-2,
"Viruses & How to Beat Them: Cells, Immunity, Vaccines",IsraelX-Tel Aviv University,"viruses, beat, cells, immunity, vaccines, ever, wondered, actually, curious, ways, invade, bodies, attack, make, come, made, mechanisms, hijack, take, over, need, background, science, just, bring",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/viruses-how-to-beat-them-cells-immunity-vaccines,
Designing and Creating Skirts,The Hong Kong Polytechnic University,"designing, creating, skirts, teach, learners, design, make, clothing, recording, measurements, person, unique, designs, made, measure, garments, record, body, used, create, knowledge, adapt, basic, blocks, activities",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/designing-and-creating-skirts,
Computing in Python II: Control Structures,The Georgia Institute of Technology,"computing, python, control, structures, building, prior, knowledge, variables, operators, gets, meat, programming, organized, five, chapters, starts, covering, fundamentals, moves, four, common, conditionals, modify, program, does",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/computing-in-python-ii-control-structures,
Machine Learning Fundamentals,"The University of California, San Diego","machine, fundamentals, want, build, systems, exploit, data, create, simple, predictive, models, part, science, micromasters, program, variety, supervised, unsupervised, algorithms, theory, behind, case, studies, classify, images",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/machine-learning-fundamentals-2,
Pre-University Calculus,Delft University of Technology,"calculus, mathematics, language, science, engineering, technology, elementary, mathematical, bachelor, prepare, beginner, courses, revising, five, important, subjects, assumed, mastered, beginning, functions, equations, differentiation, integration, analytic, geometry",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/pre-university-calculus-2,
Tsinghua Chinese: Start Talking with 1.3 Billion People,Tsinghua University,"tsinghua, chinese, start, talking, billion, people, beginner, language, emphasize, basic, everyday, life, mandarin, speaking, utilizes, pinyin, standard, system, romanized, spelling, transliterating, learners, find, easy, study",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/tsinghua-chinese-start-talking-with-13-billion-peo,
Deep Learning with Python and PyTorch,IBM,"deep, python, pytorch, note, order, successful, completing, please, ensure, familiar, basics, practical, knowledge, apply, machine, highly, recommended, complete, prior, starting, second, part, models, first, learned",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/deep-learning-with-python-and-pytorch,
World of Wine: From Grape to Glass,University of Adelaide,"world, wine, grape, glass, think, favourite, imagine, brilliance, colour, ripe, fruit, aromas, nose, hint, toasty, lingering, tannins, back, palate, perhaps, like, specific, pinpoint, reason, attributes",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/world-of-wine-from-grape-to-glass,
Sustainable Cities,SDG Academy,"sustainable, cities, know, experts, estimate, additional, three, billion, people, live, impact, current, world, population, half, currently, lives, contributes, global, economic, opportunities, vast, potential, issues, major",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/sustainable-cities-2,
Introduction to Developmental Psychology,The University of Queensland,"developmental, psychology, ever, wondered, babies, capable, moment, study, social, emotional, cognitive, biological, development, lifespan, focus, infancy, later, examine, young, children, ability, function, world, including, attachment",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-developmental-psychology,
Creativity & Entrepreneurship,Berklee College of Music,"creativity, entrepreneurship, help, inner, leverage, career, development, business, berklee, institute, creative, founder, panos, panay, features, interviews, world, renown, entrepreneurs, innovators, songwriters, producers, directors, educators, performers",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/creativity-entrepreneurship,
College Algebra and Problem Solving,Arizona State University,"college, algebra, problem, solving, part, global, freshman, academy, means, earn, transferable, credit, toward, level, apply, algebraic, reasoning, solve, problems, effectively, linear, quadratic, functions, general, polynomial",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/college-algebra-and-problem-solving,
Financial Development and Financial Inclusion,The International Monetary Fund,"financial, development, inclusion, developed, collaboration, european, investment, bank, higher, rates, market, mean, prosperous, societies, make, outlines, common, ways, countries, robust, sectors, banks, equity, markets, teach",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/financial-development-and-financial-inclusion,
Global Public Health,SDG Academy,"global, public, health, effects, healthy, individual, world, around, beyond, hereditary, connections, parents, children, implications, communicable, diseases, intrinsic, value, basic, human, right, furthermore, three, pillars, sustainable",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/global-public-health,
Introduction to Animal Behaviour,Wageningen University & Research,"animal, behaviour, want, animals, behave, test, hypotheses, biology, life, sciences, complexities, wild, weeks, learners, various, behaviours, adopt, order, meet, challenges, daily, lives, begin, communicate, move",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-animal-behaviour,
Circular Economy: An Introduction,Delft University of Technology,"circular, economy, global, society, sustainable, know, challenges, facing, waste, climate, change, resource, scarcity, loss, biodiversity, same, time, want, sustain, economies, offer, opportunities, growing, world, population",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/circular-economy-an-introduction,
Public Financial Management,The International Monetary Fund,"public, financial, management, imfx, designed, strengthen, participants, abilities, assess, important, supports, macroeconomic, stability, economic, growth, achievement, sustainable, development, goals, presented, staff, international, monetary, fund, whoprovide",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/public-financial-management,
Anatomy: Human Neuroanatomy,The University of Michigan,"anatomy, human, neuroanatomy, part, xseries, introduced, central, peripheral, nervous, systems, basic, sensory, pathways, motor, autonomic, includes, illustrated, lecture, videos, quizzes, help, expand, test, knowledge, better",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/anatomy-human-neuroanatomy,
The Ancient Greek Hero,Harvard University,"ancient, greek, hero, means, human, today, studying, meant, times, culture, literature, learners, experience, english, translation, beautiful, works, spanning, over, thousand, years, century, homeric, iliad, odyssey",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/the-ancient-greek-hero-2,
Agile Leadership Principles and Practices,"The University of Maryland, College Park-University System of Maryland","agile, leadership, principles, practices, version, series, delivers, beyond, original, certification, includes, updated, content, better, audit, verified, learner, experiences, bonus, videos, expected, summer, often, challenge, project",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/agile-leadership-principles-2,
How to Code: Simple Data,University of British Columbia,"code, simple, data, programming, takes, unique, approach, focuses, systematic, method, rather, language, practical, help, channel, creativity, program, part, software, development, micromasters, presents, core, design, focus",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/how-to-code-simple-data,
Cybersecurity and Privacy in the IoT,Curtin University,"cybersecurity, privacy, internet, things, continues, grow, number, security, concerns, issues, professional, working, field, essential, potential, risks, best, mitigate, environments, organizational, posed, networks, principles, device, vulnerabilities",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/cybersecurity-and-privacy-in-the-iot,
Strategic Management,Indian Institute of Management Bangalore,"strategic, management, business, strong, understanding, firms, compete, important, analytical, approaches, underlie, show, views, itself, totality, context, environment, taught, perspective, manager, chief, executive, officer, aims, equip",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/strategic-management,
"Biochemistry: Biomolecules, Methods, and Mechanisms",Massachusetts Institute of Technology,"biochemistry, biomolecules, methods, mechanisms, want, prepare, medical, school, study, stem, field, become, research, scientist, transition, career, booming, biotechnology, maybe, just, chemical, reactions, govern, life, itself",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/biochemistry-biomolecules-methods-and-mechanisms,
Nutrition and Cancer,Wageningen University & Research,"nutrition, cancer, partly, preventable, healthy, overtaken, cardiovascular, disease, leading, cause, death, parts, world, causes, eight, deaths, worldwide, global, trends, show, majority, occur, countries, prevented, avoided",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/nutrition-and-cancer,
Build your very first iOS app,Curtin University,"build, very, first, tools, techniques, concepts, needed, basic, scratch, introduced, swift, programming, language, utilise, apple, developer, completing, able, computer, science",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/build-your-very-first-ios-app,
Object-Oriented Programming,IITBombay,"programming, beyond, basics, methodology, approach, modular, reusable, software, part, fundamentals, computer, science, xseries, program",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/object-oriented-programming,
Introduction to Jenkins,The Linux Foundation,"jenkins, team, starting, looking, automate, software, delivery, need, guidelines, workflow, automation, discuss, fundamentals, talk, help, transform, overall, process, useful, roles, devops, engineers, developers, architects, professionals",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-jenkins,
Conducting an Informational Interview,University of Washington,"conducting, informational, interview, final, english, business, networking, professional, certificate, program, knowledge, practice, preparing, first, clarify, goals, talking, phone, make, arrangements, meet, second, research, person, write",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/conducting-an-informational-interview,
Creative Coding,New York University,"creative, coding, design, create, media, programming, medium, games, strong, focus, creating, interactive, experiences, moves, past, sequential, problem, solving, found, typical, beginner, courses, designers, creatives, apply",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/creative-coding,
Computer Graphics,"The University of California, San Diego","computer, graphics, today, central, part, lives, movies, games, design, virtual, simulators, visualization, even, imaging, products, cameras, teaches, basics, apply, domains, create, images, scenes, including, flybys",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/computer-graphics-2,
Data Science: Computational Thinking with Python,"University of California, Berkeley","data, science, computational, thinking, python, live, unprecedented, access, understanding, organize, leverage, vast, amounts, information, disposal, critical, allow, infer, upon, world, make, informed, decisions, introduce, work",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/foundations-of-data-science-computational-thinking,
Deep Learning with Tensorflow,IBM,"deep, tensorflow, traditional, neural, networks, rely, shallow, nets, composed, input, hidden, layer, output, distinguished, ordinary, having, layers, depth, kind, capable, discovering, structures, withinunlabeled, unstructured, data",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/deep-learning-with-tensorflow,
Essential Human Biology: Cells and Tissues,University of Adelaide,"essential, human, biology, cells, tissues, preparing, career, planning, study, health, perhaps, just, keen, wonders, bodies, amazing, complex, biological, machines, provide, outstanding, foundation, knowledge, anatomy, physiology",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/essential-human-biology-cells-and-tissues,
"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",Tsinghua University,"writing, presenting, submitting, scientific, papers, english, 英文科技论文写作与学术报告, communications, properly, write, paper, cite, references, give, attributions, choose, research, topics, proposals, increasingly, important, scholars, become, familiar, abide",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/writing-presenting-and-submitting-scientific-paper,
Computing in Python III: Data Structures,The Georgia Institute of Technology,"computing, python, data, structures, build, existing, knowledge, conditionals, loops, functions, studying, complex, including, strings, lists, dictionaries, file, input, output, organized, five, chapters, starts, covering, basics",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/computing-in-python-iii-data-structures,
Introduction to Internet of Things (IoT),Rolls-Royce,"internet, things, under, hour, works, mean, everyday, role, examples, deliver, operational, efficiencies, improve, services, offer, session, able, data, analysis, statistics",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-the-internet-of-things-3,
Nutrition and Health: Food Risks,Wageningen University & Research,"nutrition, health, food, risks, everyday, reports, scandals, recalls, published, scary, bacteria, meat, another, dangerous, pesticides, fruits, according, needs, cooked, prevent, illness, others, warn, heat, formation",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/nutrition-and-health-food-risks,
Mechanics: Kinematics and Dynamics,Massachusetts Institute of Technology,"mechanics, kinematics, dynamics, study, physics, motion, relates, applied, forces, lays, foundation, understanding, world, around, first, series, four, modules, module, reviews, geometrical, description, context, circular, laws",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/mechanics-kinematics-and-dynamics,
